,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_NN__alpha,param_NN__hidden_layer_sizes,param_filter__n,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0,0.7257919788360596,0.10868339538574219,0.8646084667690282,0.8646084675403841,0.1,"(100,)",2,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (100,), 'filter__n': 2}",11,0.8645833333333334,0.8646147518508362,0.8645833333333334,0.8646147518508362,0.8645462023581025,0.8646240318047844,0.8645462023581025,0.8646240318047844,0.8647833241908941,0.8645647703906786,0.054099966020182313,0.0007207332270742965,8.89741569409847e-05,2.22392385694769e-05
1,0.7161981105804444,0.10776877403259277,0.8646084667690282,0.8646084675403841,0.1,"(100,)",3,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (100,), 'filter__n': 3}",11,0.8645833333333334,0.8646147518508362,0.8645833333333334,0.8646147518508362,0.8645462023581025,0.8646240318047844,0.8645462023581025,0.8646240318047844,0.8647833241908941,0.8645647703906786,0.05460171244176633,0.000690149021760356,8.89741569409847e-05,2.22392385694769e-05
2,0.7231895446777343,0.10971722602844239,0.8646084667690282,0.8646084675403841,0.1,"(100,)",4,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (100,), 'filter__n': 4}",11,0.8645833333333334,0.8646147518508362,0.8645833333333334,0.8646147518508362,0.8645462023581025,0.8646240318047844,0.8645462023581025,0.8646240318047844,0.8647833241908941,0.8645647703906786,0.048553786689004515,0.00187936981962163,8.89741569409847e-05,2.22392385694769e-05
3,0.7683356285095215,0.10942578315734863,0.8646084667690282,0.8646084675403841,0.1,"(100,)",5,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (100,), 'filter__n': 5}",11,0.8645833333333334,0.8646147518508362,0.8645833333333334,0.8646147518508362,0.8645462023581025,0.8646240318047844,0.8645462023581025,0.8646240318047844,0.8647833241908941,0.8645647703906786,0.04022978868268276,0.0008376347422471682,8.89741569409847e-05,2.22392385694769e-05
4,0.7320788383483887,0.10968594551086426,0.8646084667690282,0.8646084675403841,0.1,"(100,)",6,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (100,), 'filter__n': 6}",11,0.8645833333333334,0.8646147518508362,0.8645833333333334,0.8646147518508362,0.8645462023581025,0.8646240318047844,0.8645462023581025,0.8646240318047844,0.8647833241908941,0.8645647703906786,0.04709326512113788,0.0015349959635101154,8.89741569409847e-05,2.22392385694769e-05
5,0.8092639446258545,0.11004786491394043,0.8638407545514367,0.8645810468035483,0.1,"(100,)",7,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (100,), 'filter__n': 7}",62,0.8640350877192983,0.8646833013435701,0.8612938596491229,0.8643405538799013,0.8645462023581025,0.8646925765988073,0.8645462023581025,0.8646240318047844,0.8647833241908941,0.8645647703906786,0.0773750229903146,0.0018664523226750848,0.0012968634456758975,0.0001287201339783658
6,0.7841195106506348,0.10711774826049805,0.8646084667690282,0.8646084675403841,0.1,"(50,)",2,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50,), 'filter__n': 2}",11,0.8645833333333334,0.8646147518508362,0.8645833333333334,0.8646147518508362,0.8645462023581025,0.8646240318047844,0.8645462023581025,0.8646240318047844,0.8647833241908941,0.8645647703906786,0.05003868221175163,0.0011855695634977565,8.89741569409847e-05,2.22392385694769e-05
7,0.7470682621002197,0.10683970451354981,0.8646084667690282,0.8646084675403841,0.1,"(50,)",3,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50,), 'filter__n': 3}",11,0.8645833333333334,0.8646147518508362,0.8645833333333334,0.8646147518508362,0.8645462023581025,0.8646240318047844,0.8645462023581025,0.8646240318047844,0.8647833241908941,0.8645647703906786,0.02206592987287843,0.0014205840665041294,8.89741569409847e-05,2.22392385694769e-05
8,0.8102935314178467,0.10803241729736328,0.8646084667690282,0.8646084675403841,0.1,"(50,)",4,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50,), 'filter__n': 4}",11,0.8645833333333334,0.8646147518508362,0.8645833333333334,0.8646147518508362,0.8645462023581025,0.8646240318047844,0.8645462023581025,0.8646240318047844,0.8647833241908941,0.8645647703906786,0.04703592242737558,0.0018325839101691792,8.89741569409847e-05,2.22392385694769e-05
9,0.7632188320159912,0.10796632766723632,0.8646084667690282,0.8646084675403841,0.1,"(50,)",5,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50,), 'filter__n': 5}",11,0.8645833333333334,0.8646147518508362,0.8645833333333334,0.8646147518508362,0.8645462023581025,0.8646240318047844,0.8645462023581025,0.8646240318047844,0.8647833241908941,0.8645647703906786,0.01167161010023678,0.0024664525266351336,8.89741569409847e-05,2.22392385694769e-05
10,0.7553598403930664,0.10882039070129394,0.8646084667690282,0.8646084675403841,0.1,"(50,)",6,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50,), 'filter__n': 6}",11,0.8645833333333334,0.8646147518508362,0.8645833333333334,0.8646147518508362,0.8645462023581025,0.8646240318047844,0.8645462023581025,0.8646240318047844,0.8647833241908941,0.8645647703906786,0.006655225481484821,0.001245770667503871,8.89741569409847e-05,2.22392385694769e-05
