,2,5,10,15,20,25,30,35,40,50,60,70
GMM,0.631288766368022,0.631288766368022,0.6395589248793935,0.6685044796691937,0.6767746381805652,0.7126119917298415,0.6981392143349414,0.6815988973121985,0.6774638180565128,0.6774638180565128,0.6940041350792557,0.7036526533425224
Kmeans,0.627842866988284,0.7022742935906272,0.6898690558235699,0.6974500344589938,0.7070985527222605,0.7036526533425224,0.70434183321847,0.7126119917298415,0.7174362508614749,0.7146795313576844,0.7229496898690558,0.7360441075120606
