iter,time,reward,steps,convergence
1,0.053984154,-302.7,300.0,83.8967521584
2,0.07507294199999981,-299.0,300.0,62.92258233067285
3,0.10171663199999981,-299.98,300.0,40.84734400396159
4,0.12362188300000021,-299.0,300.0,34.49456598429516
5,0.17737425500000015,-299.0,300.0,28.616987277225142
6,0.19779896300000033,-299.29,300.0,26.407638575092363
7,0.21928770600000025,-300.47,300.0,23.0355135362759
8,0.23955831199999977,-299.0,300.0,19.797965802347402
9,0.2615990119999996,-299.0,300.0,18.572411192311623
10,0.28155039800000026,-299.0,300.0,14.251210013940824
11,0.3054786300000014,-300.96,300.0,13.211788741506364
12,0.32774639300000175,-299.49,300.0,12.113437778868954
13,0.35055637000000317,-299.49,300.0,10.694214999931182
14,0.37419509600000467,-300.36,300.0,10.161831193844922
15,0.39533806500000424,-299.49,300.0,9.116661937440849
16,0.41646508900000434,-299.0,300.0,8.847169892757632
17,0.43756644200000316,-298.63,299.68,7.833173309722836
18,0.4573846860000028,-291.11,295.0,7.109570510281337
19,0.4811549560000028,-265.27,277.55,5.970213785194572
20,0.5031436600000028,-256.41,272.74,4.733049388620099
21,0.5227951380000029,-187.63,224.32,4.026751783869879
22,0.5506086520000029,-192.01,228.83,3.454845681236825
23,0.5725432340000012,10.31,62.99,3.0869329166451553
24,0.5948833530000037,14.24,62.63,2.9452206556619167
25,0.6170839870000044,20.77,62.11,2.768256729138086
26,0.6390856730000039,8.07,65.47,2.348787702091011
27,0.6609324150000013,1.14,64.24,1.9235590909643037
28,0.6818268220000014,11.03,64.72,1.8761668551001325
29,0.7031324549999987,11.98,64.14,1.6808840575334987
30,0.7297469240000005,12.55,64.33,1.419811430689757
31,0.7501418390000012,14.82,63.09,1.1338133924068394
32,0.7736917720000029,15.19,63.59,0.867853461262218
33,0.793629959000004,12.54,63.23,0.6427860977881501
34,0.8154716160000035,15.84,63.89,0.463811365325304
35,0.8393860150000023,3.79,64.12,0.3276741089279973
36,0.8607602260000036,12.36,63.6,0.22748957783303148
37,0.8808745990000055,8.87,63.72,0.15562929016348903
38,0.9024566740000068,13.5,63.97,0.10517043445211804
39,0.9228523960000068,13.34,63.8,0.07036917616410499
40,0.9433191010000073,10.78,64.02,0.046705829154934264
41,0.9636120950000091,10.88,62.63,0.0307813188187378
42,0.9843365180000099,14.79,63.06,0.020142921187966678
43,1.0074022710000072,15.86,62.51,0.013077773476046772
44,1.030980280000005,14.58,63.76,0.008414302838554377
45,1.0574108140000078,8.0,62.21,0.005358871436071055
46,1.0803919970000067,11.82,63.6,0.0033752198937904154
47,1.1023125070000077,10.55,64.65,0.0021011390755880655
48,1.1246276740000063,12.32,62.74,0.0012924975677677253
49,1.1476153710000077,8.74,64.19,0.0007856882391781284
50,1.180748486000006,11.65,61.96,0.0004721010212698218
51,1.2076995290000063,13.2,62.95,0.0002805232927514112
52,1.230524171000006,13.53,63.93,0.00016492261933898078
53,1.256386930000005,11.95,62.93,9.598909125330124e-05
54,1.2783756390000036,12.74,64.2,5.534258771966449e-05
55,1.2986928030000016,8.43,65.18,3.1627349164509155e-05
56,1.3191776130000044,8.33,64.78,1.7926723971939396e-05
57,1.3401910930000014,10.37,62.7,1.0084154027367731e-05
58,1.3625620650000023,11.45,62.63,5.632996185056527e-06
59,1.3845545790000031,9.85,64.19,3.1264925102192365e-06
60,1.407288058000006,13.12,63.24,1.7252257649147396e-06
61,1.430588825000008,14.85,63.12,9.470109763043411e-07
