iter,time,reward,steps,convergence
1,0.0007998799999882067,-785.56,300.0,93.6
2,0.0015450039999791443,-325.2,300.0,89.0019
3,0.0024317259999406815,-484.88,300.0,83.04681707099999
4,0.0032516339999233423,-481.29,300.0,77.727007071
5,0.003989755999953104,-374.98,300.0,72.327007071
6,0.00451587799994968,-305.18,300.0,67.255507071
7,0.005222006999929363,-353.58,300.0,61.93569707100001
8,0.0059664559999532685,-597.98,300.0,57.17612726100001
9,0.0067134369999166665,-412.14,299.65,51.26013406230304
10,0.007468007999875681,-433.44,300.0,44.344804527693036
11,0.008245724999881077,-683.67,300.0,45.194062821416786
12,0.009088348999910068,-391.12,300.0,44.22251169177333
13,0.009995645999879343,-305.55,300.0,47.01664248492667
14,0.010785989999874346,-299.0,300.0,47.56528940128773
15,0.011603992999823731,-725.84,300.0,49.35536306772745
16,0.0129920009998159,-431.21,300.0,51.38421775070101
17,0.013779743999805305,-306.03,300.0,51.966532928754035
18,0.014604320999808351,-483.92,300.0,51.43709749530124
19,0.015374928999790427,-401.15,300.0,51.948230693998184
20,0.01625794399978986,-299.38,300.0,53.38320085760819
21,0.01715460399981339,-421.1,300.0,54.03071813967929
22,0.018093715999839333,-399.25,300.0,53.549586149727666
23,0.018983826999885878,-304.88,300.0,50.18372912140195
24,0.019815578999839545,-464.98,300.0,51.77635201649291
25,0.020575099999803115,-417.2,300.0,52.43032672037308
26,0.02132980599981238,-407.26,300.0,51.17194166801878
27,0.022079207999809114,-413.88,298.9,55.00943648996575
28,0.022832336999840663,-464.07,297.23,56.66818421142709
29,0.023596512999858987,-458.74,298.09,55.35086722108575
30,0.02433152199984079,-315.55,300.0,55.1893735004647
31,0.02508418899986964,-434.31,293.63,56.78786267462071
32,0.025884526999846003,-366.3,297.33,55.030628934031064
33,0.026667743999837512,-400.6,295.34,52.91250857434183
34,0.027996748999839838,-373.04,296.89,50.2941109826475
35,0.028587557999856017,-422.9,294.0,48.350120880614156
36,0.029347241999857943,-457.07,300.0,44.396797216751644
37,0.03015717299984999,-368.13,300.0,40.49647969321238
38,0.03101513499984776,-310.71,300.0,36.8350878975639
39,0.031887119999851166,-372.98,300.0,37.231766020433206
40,0.03248100599984127,-396.34,296.98,37.98949650672143
41,0.033459253999808425,-331.24,299.8,32.32440643524746
42,0.03430319799986137,-352.76,300.0,38.963323295432204
43,0.03517650799989269,-381.79,300.0,43.17420076439471
44,0.03604868699989083,-482.06,299.86,43.62989954591028
45,0.03686351899989404,-346.53,298.14,47.12907317762374
46,0.037683144999903107,-361.49,298.91,49.97323102489406
47,0.038427128999899196,-346.85,300.0,50.9995199106331
48,0.039224817999922834,-305.53,300.0,50.2805200200918
49,0.03995887799993625,-302.21,300.0,51.87427462560051
50,0.040817597999932786,-306.11,300.0,54.09537767503957
51,0.04160826499992254,-442.75,300.0,59.13192299656265
52,0.04221279999990202,-316.62,300.0,55.67293737391795
53,0.04297324199990271,-392.81,297.58,56.55736381498804
54,0.043769608999866705,-230.65,224.21,54.42394907123562
55,0.04450919199985037,-303.76,287.74,54.10295011777519
56,0.045246127999860164,-363.5,300.0,56.43122426518247
57,0.04597810299986804,-482.23,299.89,58.14290492505641
58,0.04672740399990971,-304.39,300.0,60.89945751801353
59,0.04749459399988609,-299.0,300.0,57.556340209639416
60,0.048231478999866795,-300.34,300.0,55.93908430027933
61,0.049005668999882346,-299.0,300.0,54.020540676049436
62,0.04979023399988591,-370.47,299.57,51.77702468679335
63,0.050943233999930726,-339.78,300.0,48.58179773510001
64,0.051904106999927535,-435.71,299.85,50.640908659334634
65,0.05277783399992586,-435.47,300.0,48.41941788213937
66,0.053427550999913365,-326.2,298.89,50.17877766270501
67,0.05437123699988433,-320.26,300.0,45.7212347392572
68,0.055262879999872894,-375.65,291.3,50.58890340438132
69,0.05618289799986087,-445.86,282.85,51.6919364987677
70,0.05677394399987179,-723.88,291.52,50.26439925828244
71,0.057396125999844116,-357.74,259.87,51.38347608174227
72,0.058338151999862475,-428.73,283.79,56.99668239631417
73,0.05912077999983012,-457.9,297.76,61.118408983735904
74,0.060035200999834615,-370.59,294.05,64.19376041976894
75,0.06080094799983726,-649.97,291.72,64.84582080667116
76,0.06143102199985151,-347.4,299.28,61.547933010873216
77,0.062156249999873125,-349.04,294.54,59.28017402169288
78,0.06288558799991506,-535.26,277.44,56.856209683517385
79,0.06363991799992164,-543.59,262.96,59.88926892570297
80,0.06426122299995995,-570.43,281.13,61.25221744237516
81,0.06514250699996182,-554.29,289.71,59.65714592037373
82,0.06580118999994511,-245.65,223.46,56.34273200537022
83,0.06603572499994925,-382.96,282.17,55.941907945055256
84,0.0662576849999823,-290.8,252.18,55.519547552478365
85,0.06677524899998843,-304.3,295.27,57.19802757576978
86,0.06719404999995504,-322.4,294.22,54.51338794279254
87,0.06799841599990941,-376.72,287.23,57.311323288016524
88,0.06886448299991343,-310.38,293.81,57.1925165706278
89,0.06955800999992334,-336.91,281.78,55.77903807960293
90,0.0699618139998961,-413.47,277.48,56.37677970122295
91,0.070689297999877,-294.9,286.02,57.23583367283506
92,0.07143735399984052,-313.31,297.74,56.73585683178097
93,0.07220589299981839,-333.8,297.36,55.58586055549539
