,x,y,target
0,-7.490201950073242,2.5205631256103516,-1.0
1,57.60541915893555,11.197892189025879,1.0
2,-22.152379989624023,-9.06787395477295,1.0
3,-64.96977233886719,40.67253494262695,1.0
4,19.105478286743164,82.78368377685547,1.0
5,49.656890869140625,-74.33954620361328,1.0
6,-80.91007232666016,31.629487991333008,1.0
7,-22.46694564819336,-74.8829574584961,1.0
8,-70.36418914794922,9.519128799438477,1.0
9,-15.445298194885254,33.398067474365234,1.0
10,69.5436782836914,39.17025375366211,1.0
11,76.72520446777344,36.61530685424805,1.0
12,-26.591041564941406,-65.84846496582031,1.0
13,-16.353261947631836,10.848551750183105,1.0
14,9.655956268310547,44.666805267333984,1.0
15,28.76158905029297,51.07047653198242,1.0
16,-39.48801040649414,77.02030181884766,-1.0
17,75.42835998535156,-3.1502695083618164,-1.0
18,-57.75908660888672,5.75016975402832,1.0
19,-8.447786331176758,9.082804679870605,1.0
20,6.224610328674316,1.1704764366149902,1.0
21,-69.89620971679688,48.293270111083984,1.0
22,31.301502227783203,-19.096099853515625,1.0
23,17.076509475708008,-35.19313049316406,1.0
24,78.81648254394531,35.34115982055664,1.0
25,76.437255859375,30.621074676513672,1.0
26,-88.87464141845703,4.069361686706543,1.0
27,60.22444534301758,-67.36524963378906,1.0
28,76.72785186767578,33.2720947265625,1.0
29,23.997543334960938,60.62934494018555,1.0
30,-83.94475555419922,29.19175148010254,-1.0
31,-79.33584594726562,4.744060516357422,-1.0
32,-39.93866729736328,65.06333923339844,1.0
33,-64.9842529296875,40.4131965637207,1.0
34,-46.57383346557617,69.3133773803711,1.0
35,47.01150894165039,-74.39614868164062,1.0
36,29.41550636291504,51.195556640625,1.0
37,-1.3097498416900635,60.182193756103516,1.0
38,-18.785198211669922,-29.16429901123047,-1.0
39,-66.83452606201172,44.49889373779297,1.0
40,3.6972713470458984,-88.46422576904297,1.0
41,-39.937721252441406,65.06173706054688,1.0
42,76.38056182861328,36.694725036621094,1.0
43,9.42147159576416,44.98099899291992,1.0
44,76.65299224853516,36.62464141845703,1.0
45,-24.756357192993164,-71.63920593261719,1.0
46,32.23012161254883,-64.25926971435547,1.0
47,-79.41374969482422,4.826122760772705,1.0
48,-10.085926055908203,1.9103103876113892,1.0
49,77.48253631591797,34.36183547973633,1.0
50,72.76412200927734,4.013690948486328,1.0
51,81.42676544189453,8.684725761413574,1.0
52,56.561424255371094,41.515377044677734,1.0
53,61.08852767944336,67.25749206542969,1.0
54,71.86927795410156,-36.25849151611328,1.0
55,8.103642463684082,-89.71293640136719,1.0
56,-5.322667121887207,-40.67075729370117,1.0
57,-32.317161560058594,9.151721000671387,1.0
58,-69.13693237304688,47.0167350769043,1.0
59,69.95498657226562,-57.021385192871094,1.0
60,-6.945196151733398,8.75260066986084,-1.0
61,73.51528930664062,-27.632469177246094,1.0
62,-30.04953384399414,-11.524558067321777,1.0
63,-89.0384521484375,4.076037406921387,1.0
64,-91.24857330322266,4.271596431732178,1.0
65,22.3684024810791,-28.435840606689453,1.0
66,-69.67684936523438,48.00932693481445,1.0
67,-30.83662986755371,-11.144515991210938,1.0
68,-18.902973175048828,-6.287067890167236,1.0
69,-2.3370273113250732,-45.016658782958984,-1.0
70,65.78231811523438,-42.03766632080078,1.0
71,70.82710266113281,-49.38491439819336,1.0
72,-38.86774826049805,-12.399092674255371,1.0
73,-14.440157890319824,27.35378074645996,1.0
74,56.941368103027344,33.8173828125,1.0
75,75.01554107666016,37.56050491333008,1.0
76,-48.86030578613281,67.02088928222656,1.0
77,-28.6296443939209,-48.18592071533203,1.0
78,-12.314261436462402,28.757064819335938,-1.0
79,-46.514835357666016,-50.67436599731445,1.0
80,2.680483818054199,-80.70883178710938,1.0
81,-70.09710693359375,9.65517520904541,1.0
82,60.457435607910156,54.692909240722656,1.0
83,77.22953033447266,36.286251068115234,1.0
84,-79.93183135986328,32.2651481628418,1.0
85,37.17750930786133,-58.34098434448242,1.0
86,12.830222129821777,10.017451286315918,1.0
87,-1.2652356624603271,59.981956481933594,1.0
88,-91.40210723876953,4.176412105560303,1.0
89,-17.821733474731445,-83.56433868408203,1.0
90,-70.13412475585938,48.74264907836914,1.0
91,77.12249755859375,34.023033142089844,1.0
92,-82.95899963378906,30.745864868164062,1.0
93,-69.15135955810547,47.00966262817383,1.0
94,-47.716453552246094,-5.475622177124023,1.0
95,-78.91361999511719,34.265933990478516,1.0
96,20.84196662902832,-31.807287216186523,1.0
97,69.96102142333984,-57.21818161010742,1.0
98,-14.537054061889648,32.743404388427734,-1.0
99,76.70675659179688,36.57657241821289,1.0
100,-2.3246872425079346,-44.99822235107422,-1.0
101,58.62458419799805,13.648519515991211,-1.0
102,-64.9801254272461,40.416873931884766,1.0
103,57.527103424072266,40.47065734863281,1.0
104,23.21315574645996,17.482860565185547,1.0
105,-52.45174789428711,-60.32389831542969,1.0
106,76.41190338134766,30.607446670532227,1.0
107,91.71429443359375,4.0271124839782715,1.0
108,-48.51688766479492,67.29076385498047,1.0
109,-93.41596221923828,3.202993631362915,1.0
110,-48.497528076171875,-53.160587310791016,1.0
111,-83.94728088378906,29.15656089782715,-1.0
112,-53.164432525634766,-61.96439743041992,1.0
113,-39.50339126586914,76.89199829101562,1.0
114,-4.103788375854492,-39.99473571777344,1.0
115,-17.765186309814453,-38.810203552246094,1.0
116,-12.578268051147461,-42.935264587402344,1.0
117,-18.772375106811523,-29.222322463989258,1.0
118,68.11737060546875,8.962220191955566,-1.0
119,38.1419677734375,-58.207000732421875,-1.0
120,24.793230056762695,21.13312530517578,1.0
121,59.46596908569336,-68.27437591552734,1.0
122,76.701904296875,36.56731414794922,1.0
123,72.76062774658203,-35.727535247802734,1.0
124,55.69220733642578,42.009830474853516,1.0
125,32.019325256347656,-61.05451583862305,1.0
126,-52.51283264160156,-61.520774841308594,1.0
127,7.44106912612915,-88.25407409667969,1.0
128,73.4063949584961,-36.201438903808594,1.0
129,11.497940063476562,-37.68049240112305,1.0
130,-12.199252128601074,-42.95817947387695,-1.0
