,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_NN__alpha,param_NN__hidden_layer_sizes,param_km__n_clusters,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
13,0.6417780717213949,0.004512230555216472,0.8644987935950866,0.8647729808370824,0.1,"(50,)",15,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50,), 'km__n_clusters': 15}",73,0.8647803915117618,0.8647692687340627,0.8641223885507485,0.8649337830056757,0.8645936163211583,0.8646158907715085,0.052899215890804485,0.0002756916366690025,0.0002768757994938099,0.00012980550301015475
14,0.8196709950764974,0.0046206315358479815,0.8647729765299408,0.8647729785818558,0.1,"(50,)",20,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50,), 'km__n_clusters': 20}",27,0.8646158907715085,0.8646047544624497,0.8646158907715085,0.8650160401414823,0.8650871997367555,0.8646981411416351,0.06695463136157209,0.00015205453170011427,0.0002221710844361306,0.00017604821174590997
15,1.1335307757059734,0.005281925201416016,0.8650471594647949,0.8650745610170935,0.1,"(50,)",25,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50,), 'km__n_clusters': 25}",7,0.8651093929922684,0.8648515258698692,0.8646158907715085,0.8646870115982561,0.8654162553471537,0.8656851455831551,0.10510558035716759,0.00023550164502551937,0.00032969326084570256,0.0004369411635644637
16,1.2856666247049968,0.005849679311116536,0.8648278131169116,0.8648552379728889,0.1,"(50,)",30,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50,), 'km__n_clusters': 30}",21,0.8647803915117618,0.8648515258698692,0.8646158907715085,0.8650982972772888,0.8650871997367555,0.8646158907715085,0.08442079537202689,0.00031771154081753543,0.0001953087425853786,0.00019695912263956953
17,1.6356658935546875,0.006762584050496419,0.8633472252686992,0.864526225216249,0.1,"(50,)",35,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50,), 'km__n_clusters': 35}",109,0.8644513900312552,0.8646870115982561,0.8646158907715085,0.8648515258698692,0.8609740046067785,0.8640401381806219,0.4564184858968269,0.00036563520352981725,0.0016793258278465393,0.0003502158296867194
18,2.344956398010254,0.006743272145589192,0.8646084667690282,0.8646084665654693,0.1,"(50,)",40,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50,), 'km__n_clusters': 40}",49,0.8646158907715085,0.8646047544624497,0.8646158907715085,0.8646047544624497,0.8645936163211583,0.8646158907715085,0.4491513929128186,0.00037619305640137547,1.049998865802711e-05,5.249706435245029e-06
19,2.894993305206299,0.006847222646077474,0.8634020618556701,0.8641148989431372,0.1,"(50,)",50,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50,), 'km__n_clusters': 50}",108,0.8629708833689752,0.861725754709221,0.8646158907715085,0.8650982972772888,0.8626192826587693,0.8655206448429018,0.4355919285334705,0.00019158475326861574,0.0008702609922734816,0.0016981562539778606
20,0.21387879053751627,0.0061995188395182295,0.8646084667690282,0.8646084665654693,0.1,"(50, 50)",2,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 2}",49,0.8646158907715085,0.8646047544624497,0.8646158907715085,0.8646047544624497,0.8645936163211583,0.8646158907715085,0.006109829750782988,5.4249992586017057e-05,1.049998865802711e-05,5.249706435245029e-06
21,0.32174237569173175,0.006288925806681315,0.8646084667690282,0.8647455617918135,0.1,"(50, 50)",5,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 5}",49,0.8646158907715085,0.8646047544624497,0.8646158907715085,0.8650160401414823,0.8645936163211583,0.8646158907715085,0.03506589074118264,0.00023599540289937404,1.049998865802711e-05,0.00019131110365846343
22,0.47609710693359375,0.006657600402832031,0.8648278131169116,0.864800399882351,0.1,"(50, 50)",10,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 10}",21,0.8647803915117618,0.8647692687340627,0.8646158907715085,0.8650160401414823,0.8650871997367555,0.8646158907715085,0.03601655575564656,0.0002768184475723007,0.0001953087425853786,0.00016483676949823948
23,0.7457852363586426,0.007103761037190755,0.8648826497038824,0.86482781216194,0.1,"(50, 50)",15,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 15}",17,0.8651093929922684,0.8648515258698692,0.8644513900312552,0.8647692687340627,0.8650871997367555,0.8648626418818884,0.038134745792077165,0.00010428486670621592,0.00030509373929522637,4.164445654612832e-05
24,0.9113125801086426,0.007588386535644531,0.8649374862908532,0.8650745677827733,0.1,"(50, 50)",20,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 20}",12,0.8649448922520151,0.8648515258698692,0.8646158907715085,0.8649337830056757,0.8652517275419546,0.8654383944727752,0.07232392328012961,0.00010132219261124358,0.0002596285389215057,0.0002594467888489069
25,1.1556723912556965,0.006646394729614258,0.8650471594647949,0.8652664875682956,0.1,"(50, 50)",25,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 25}",7,0.8651093929922684,0.8648515258698692,0.8646158907715085,0.8650160401414823,0.8654162553471537,0.8659318966935351,0.12241815556087798,0.0004960303360819717,0.00032969326084570256,0.00047528462655209924
26,1.6456255912780762,0.007832050323486328,0.8631827155077868,0.8646907530192219,0.1,"(50, 50)",30,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 30}",116,0.8639578878104951,0.8649337830056757,0.8639578878104951,0.865591840092128,0.8616321158275748,0.8635466359598618,0.12095289006795168,0.0003602439247359231,0.0010963493625157582,0.0008524524097748704
27,1.964950402577718,0.009035666783650717,0.8642246106602325,0.8647729830923089,0.1,"(50, 50)",35,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 35}",79,0.8631353841092285,0.8646870115982561,0.8646158907715085,0.8650982972772888,0.8649226719315565,0.8645336404013818,0.3324694507376409,0.0007487710074113396,0.000780346964547056,0.00023840116081864888
28,2.4757493336995444,0.008656024932861328,0.8638407545514367,0.8649923286887797,0.1,"(50, 50)",40,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 40}",95,0.8647803915117618,0.8646870115982561,0.8649448922520151,0.8655095829563214,0.861796643632774,0.8647803915117618,0.4220389964826485,0.0004782852991746305,0.0014468453197886524,0.00036773535323573033
29,2.96562131245931,0.008914311726888021,0.8644439570081158,0.8648003931166713,0.1,"(50, 50)",50,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 50}",77,0.8649448922520151,0.8646047544624497,0.8637933870702418,0.8649337830056757,0.8645936163211583,0.8648626418818884,0.4386082902606166,0.0005624555647097591,0.00048187473675285575,0.00014135328587775546
30,0.18413360913594565,0.0058710575103759766,0.8646084667690282,0.8646084665654693,0.01,"(100,)",2,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (100,), 'km__n_clusters': 2}",49,0.8646158907715085,0.8646047544624497,0.8646158907715085,0.8646047544624497,0.8645936163211583,0.8646158907715085,0.011891610650930596,0.0002277328873080214,1.049998865802711e-05,5.249706435245029e-06
31,0.27753591537475586,0.0059804121653238935,0.86471813994297,0.86482781216194,0.01,"(100,)",5,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (100,), 'km__n_clusters': 5}",39,0.8646158907715085,0.8646047544624497,0.8646158907715085,0.8650160401414823,0.8649226719315565,0.8648626418818884,0.018814367249384664,0.00013596610201161588,0.00014461406007142878,0.00016970328908241325
32,0.4479430516560872,0.006162087122599284,0.8646633033559992,0.864855231207209,0.01,"(100,)",10,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (100,), 'km__n_clusters': 10}",45,0.8644513900312552,0.8646870115982561,0.8646158907715085,0.8650160401414823,0.8649226719315565,0.8648626418818884,0.050056436851985596,0.0001326525112770129,0.00019529676243216384,0.00013442751240918648
33,0.6848055521647135,0.00645899772644043,0.8640601008993201,0.8648552379728889,0.01,"(100,)",15,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (100,), 'km__n_clusters': 15}",83,0.8628063826287218,0.86435798305503,0.8649448922520151,0.865591840092128,0.8644290885159592,0.8646158907715085,0.08482682093447985,0.00020599484811247392,0.0009112137127054522,0.0005313919514542361
34,0.8656417528788248,0.006512880325317383,0.8647729765299408,0.864635885610738,0.01,"(100,)",20,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (100,), 'km__n_clusters': 20}",27,0.8652738937325218,0.8637821831043843,0.8639578878104951,0.8655095829563214,0.8650871997367555,0.8646158907715085,0.06264100905705376,6.569661332881631e-05,0.0005813958062704938,0.0007053497512180203
35,1.1523117224375408,0.007079919179280599,0.8640601008993201,0.8637036313059175,0.01,"(100,)",25,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (100,), 'km__n_clusters': 25}",83,0.8646158907715085,0.8646047544624497,0.8624773811482151,0.8616434975734145,0.8650871997367555,0.8648626418818884,0.1359412195782375,0.0001644096597803044,0.0011356165464311912,0.001460534086587009
36,1.35146164894104,0.007378339767456055,0.8635665716165826,0.8651568113872202,0.01,"(100,)",30,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (100,), 'km__n_clusters': 30}",102,0.8646158907715085,0.8646047544624497,0.8644513900312552,0.8649337830056757,0.8616321158275748,0.8659318966935351,0.056774467503563186,0.0002709522694936318,0.0013694021099364534,0.0005642888560618341
37,1.5163015524546306,0.007946332295735678,0.863127878920816,0.863840731042715,0.01,"(100,)",35,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (100,), 'km__n_clusters': 35}",118,0.8669189011350551,0.8653450686847084,0.8575423589406153,0.8614789833018014,0.8649226719315565,0.8646981411416351,0.2391840173548524,0.00014583557760112841,0.004032919142842184,0.001690762767762822
38,1.891427993774414,0.008056243260701498,0.8648278131169116,0.8648826502524778,0.01,"(100,)",40,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (100,), 'km__n_clusters': 40}",21,0.8651093929922684,0.8647692687340627,0.8646158907715085,0.8650160401414823,0.8647581441263573,0.8648626418818884,0.3229300181698978,0.00046643531989969014,0.00020741130892910355,0.00010173260064237153
39,2.9274242719014487,0.009516716003417969,0.8637859179644659,0.8651019981041753,0.01,"(100,)",50,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (100,), 'km__n_clusters': 50}",100,0.8646158907715085,0.8646047544624497,0.8642868892910018,0.8656740972279345,0.8624547548535703,0.8650271426221418,0.49705303608829543,5.864903206452102e-05,0.0009507329724694841,0.0004397544730995285
40,0.1510629653930664,0.003017981847127279,0.8646084667690282,0.8646084665654693,0.01,"(50,)",2,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (50,), 'km__n_clusters': 2}",49,0.8646158907715085,0.8646047544624497,0.8646158907715085,0.8646047544624497,0.8645936163211583,0.8646158907715085,0.005770449261802306,5.873178756682776e-05,1.049998865802711e-05,5.249706435245029e-06
41,0.25484077135721844,0.0034055709838867188,0.8646084667690282,0.8645536329853849,0.01,"(50,)",5,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (50,), 'km__n_clusters': 5}",49,0.8646158907715085,0.8646047544624497,0.8646158907715085,0.8646047544624497,0.8645936163211583,0.8644513900312552,0.019949838579346943,0.00010113351540451603,1.049998865802711e-05,7.229668619363888e-05
42,0.4103686014811198,0.0034933884938557944,0.8647729765299408,0.864855231207209,0.01,"(50,)",10,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (50,), 'km__n_clusters': 10}",27,0.8646158907715085,0.8646047544624497,0.8646158907715085,0.8650982972772888,0.8650871997367555,0.8648626418818884,0.022292699529939678,7.411260695423563e-05,0.0002221710844361306,0.00020155613956454336
43,0.635574738184611,0.004282236099243164,0.8644987935950866,0.8647729808370824,0.01,"(50,)",15,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (50,), 'km__n_clusters': 15}",73,0.8647803915117618,0.8647692687340627,0.8641223885507485,0.8649337830056757,0.8645936163211583,0.8646158907715085,0.05280558424807137,8.28222357076235e-05,0.0002768757994938099,0.00012980550301015475
44,0.812319278717041,0.0047143300374348955,0.8647729765299408,0.8647455595365868,0.01,"(50,)",20,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (50,), 'km__n_clusters': 20}",27,0.8646158907715085,0.8646047544624497,0.8646158907715085,0.8649337830056757,0.8650871997367555,0.8646981411416351,0.059398794731685835,0.00022485432468343075,0.0002221710844361306,0.00013844691810511705
45,1.1326332092285156,0.006534655888875325,0.8651019960517657,0.8650745610170935,0.01,"(50,)",25,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (50,), 'km__n_clusters': 25}",5,0.8651093929922684,0.8648515258698692,0.8646158907715085,0.8646870115982561,0.8655807831523528,0.8656851455831551,0.10266115821180075,0.0021874485118676453,0.00039394499004614453,0.0004369411635644637
46,1.283091942469279,0.005953073501586914,0.8653213423996491,0.8648552334624355,0.01,"(50,)",30,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (50,), 'km__n_clusters': 30}",2,0.8662608981740418,0.8646870115982561,0.8646158907715085,0.8650982972772888,0.8650871997367555,0.8647803915117618,0.07637779306842828,0.00019013828120061514,0.0006916934592594796,0.000176049170460682
47,1.7177749474843342,0.005748748779296875,0.8633472252686992,0.864526225216249,0.01,"(50,)",35,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (50,), 'km__n_clusters': 35}",109,0.8644513900312552,0.8646870115982561,0.8646158907715085,0.8648515258698692,0.8609740046067785,0.8640401381806219,0.35508564967834993,0.0005249234302022385,0.0016793258278465393,0.0003502158296867194
48,2.140333414077759,0.006731589635213216,0.8646084667690282,0.8646084665654693,0.01,"(50,)",40,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (50,), 'km__n_clusters': 40}",49,0.8646158907715085,0.8646047544624497,0.8646158907715085,0.8646047544624497,0.8645936163211583,0.8646158907715085,0.46094916379949163,0.0011544592679271104,1.049998865802711e-05,5.249706435245029e-06
49,2.906759341557821,0.006350596745808919,0.8632375520947576,0.8641971493132639,0.01,"(50,)",50,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (50,), 'km__n_clusters': 50}",114,0.8628063826287218,0.861725754709221,0.8646158907715085,0.8650982972772888,0.8622902270483712,0.8657673959532818,0.4387947276736233,0.00033776109358536733,0.000997190271108316,0.0017687597775886369
50,0.2163682778676351,0.006334384282430013,0.8646084667690282,0.8646084665654693,0.01,"(50, 50)",2,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 2}",49,0.8646158907715085,0.8646047544624497,0.8646158907715085,0.8646047544624497,0.8645936163211583,0.8646158907715085,0.003735051825777287,0.000268634888738452,1.049998865802711e-05,5.249706435245029e-06
51,0.32378069559733075,0.005878766377766927,0.8646084667690282,0.8647729808370824,0.01,"(50, 50)",5,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 5}",49,0.8646158907715085,0.8646047544624497,0.8646158907715085,0.8650982972772888,0.8645936163211583,0.8646158907715085,0.036989674500871234,0.00045815699013927616,1.049998865802711e-05,0.0002300783838120339
52,0.5039169788360596,0.0065076351165771484,0.8654310155735907,0.8649374951086953,0.01,"(50, 50)",10,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 10}",1,0.8667544003948018,0.8651805544130954,0.8644513900312552,0.8650160401414823,0.8650871997367555,0.8646158907715085,0.07170088135725837,0.00015125750185052467,0.0009711434182115464,0.00023711916647425638
53,0.7292273044586182,0.007337331771850586,0.8648826497038824,0.8648278144171667,0.01,"(50, 50)",15,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 15}",17,0.8651093929922684,0.8647692687340627,0.8644513900312552,0.8649337830056757,0.8650871997367555,0.8647803915117618,0.03756428648467891,0.0004139295814501973,0.00030509373929522637,7.50685702491367e-05
54,0.8987193902333578,0.00748896598815918,0.8648826497038824,0.8650745677827733,0.01,"(50, 50)",20,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 20}",17,0.8649448922520151,0.8648515258698692,0.8646158907715085,0.8649337830056757,0.8650871997367555,0.8654383944727752,0.06421646403464903,7.306689944851679e-05,0.00019737840525029833,0.0002594467888489069
55,1.1473179658253987,0.006384690602620442,0.8649923228778241,0.8654584050985911,0.01,"(50, 50)",25,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 25}",10,0.8651093929922684,0.8648515258698692,0.8646158907715085,0.8650160401414823,0.8652517275419546,0.8665076492844218,0.1300128462862658,4.2765113055923525e-05,0.0002724570082935705,0.00074496141175936
56,1.6280885537465413,0.008146286010742188,0.8628536959859618,0.8646907507639953,0.01,"(50, 50)",30,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 30}",119,0.8639578878104951,0.8647692687340627,0.8632998848494818,0.8656740972279345,0.8613030602171767,0.8636288863299885,0.11695627374342393,0.0004080349921929529,0.0011288060720344533,0.0008367977485577494
57,1.8481852213541667,0.008312463760375977,0.8638407545514367,0.8645262116848893,0.01,"(50, 50)",35,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 35}",95,0.8619838789274552,0.864028954511804,0.8646158907715085,0.8650160401414823,0.8649226719315565,0.8645336404013818,0.406040897638683,0.00020551303511917365,0.0013190226313761876,0.0004030102558255804
58,2.399894634882609,0.009201924006144205,0.8638407545514367,0.8651020071250818,0.01,"(50, 50)",40,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 40}",95,0.8647803915117618,0.8646870115982561,0.8649448922520151,0.8659208686353541,0.861796643632774,0.8646981411416351,0.5102599629175866,0.00023087359536384097,0.0014468453197886524,0.0005790403534804031
59,2.96854829788208,0.01033473014831543,0.8640052643123493,0.8648278166723933,0.01,"(50, 50)",50,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 50}",88,0.8647803915117618,0.8646870115982561,0.8634643855897352,0.8650982972772888,0.8637709772951628,0.8646981411416351,0.4233163337969492,0.0004915496531673635,0.0005622292959675209,0.0001913126322757581
60,0.17285625139872232,0.005726734797159831,0.8646084667690282,0.8646084665654693,0.001,"(100,)",2,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (100,), 'km__n_clusters': 2}",49,0.8646158907715085,0.8646047544624497,0.8646158907715085,0.8646047544624497,0.8645936163211583,0.8646158907715085,0.005376815782977167,0.00022680565599312607,1.049998865802711e-05,5.249706435245029e-06
61,0.2845464547475179,0.005729834238688151,0.86471813994297,0.86482781216194,0.001,"(100,)",5,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (100,), 'km__n_clusters': 5}",39,0.8646158907715085,0.8646047544624497,0.8646158907715085,0.8650160401414823,0.8649226719315565,0.8648626418818884,0.021382722231683804,0.00013413827513286702,0.00014461406007142878,0.00016970328908241325
62,0.44925157229105633,0.006101290384928386,0.8646633033559992,0.864855231207209,0.001,"(100,)",10,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (100,), 'km__n_clusters': 10}",45,0.8644513900312552,0.8646870115982561,0.8646158907715085,0.8650160401414823,0.8649226719315565,0.8648626418818884,0.04678732595961176,3.3574061831727795e-05,0.00019529676243216384,0.00013442751240918648
63,0.6831590334574381,0.006722688674926758,0.8641149374862909,0.864992333199233,0.001,"(100,)",15,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (100,), 'km__n_clusters': 15}",81,0.8629708833689752,0.8647692687340627,0.8649448922520151,0.865591840092128,0.8644290885159592,0.8646158907715085,0.08206292832787228,0.0001637992899530981,0.000835957400910053,0.0004285149439795719
64,0.8761359055836996,0.006588379542032878,0.8647729765299408,0.8646907191908225,0.001,"(100,)",20,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (100,), 'km__n_clusters': 20}",27,0.8652738937325218,0.8636999259685778,0.8639578878104951,0.865591840092128,0.8650871997367555,0.8647803915117618,0.05623806085744527,0.00019417133970817222,0.0005813958062704938,0.0007749690774816427
65,1.1344920794169109,0.00692137082417806,0.8640052643123493,0.8637310503511864,0.001,"(100,)",25,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (100,), 'km__n_clusters': 25}",88,0.8646158907715085,0.8646047544624497,0.8623128804079618,0.861725754709221,0.8650871997367555,0.8648626418818884,0.11773084143140035,0.00016751721376540284,0.0012121140404149939,0.0014218613244711385
66,1.282671372095744,0.007284323374430339,0.863456898442641,0.8649374770668824,0.001,"(100,)",30,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (100,), 'km__n_clusters': 30}",105,0.8646158907715085,0.8646047544624497,0.8644513900312552,0.8649337830056757,0.8613030602171767,0.8652738937325218,0.0577193535929588,0.0003027061239976691,0.001524348490100647,0.0002731874512178149
67,1.5935153166453044,0.007848660151163736,0.8633472252686992,0.8640874889187748,0.001,"(100,)",35,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (100,), 'km__n_clusters': 35}",109,0.8669189011350551,0.865427325820515,0.8575423589406153,0.8616434975734145,0.8655807831523528,0.8651916433623952,0.2306244617701645,0.00045236511622413544,0.004141019303188609,0.0017308392622104127
68,2.0989824136098227,0.008295933405558268,0.8649374862908532,0.8648552334624355,0.001,"(100,)",40,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (100,), 'km__n_clusters': 40}",12,0.8651093929922684,0.8647692687340627,0.8646158907715085,0.8650160401414823,0.8650871997367555,0.8647803915117618,0.4910216211737973,0.0004482910237805044,0.00022759213638905506,0.0001137981255424223
69,3.0276591777801514,0.009999831517537435,0.8638407545514367,0.8649374951086953,0.001,"(100,)",50,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (100,), 'km__n_clusters': 50}",95,0.8646158907715085,0.8646047544624497,0.8642868892910018,0.865591840092128,0.8626192826587693,0.8646158907715085,0.6393769743716016,0.0004016088289141956,0.0008740225360727422,0.0004627141106935796
