,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_NN__alpha,param_NN__hidden_layer_sizes,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0,0.06050972938537598,0.0006658554077148438,0.7133011716057891,0.7191647858278143,0.1,"(100,)","{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (100,)}",2,0.7226027397260274,0.7351164797238999,0.7079037800687286,0.7362068965517241,0.7,0.7080103359173127,0.696551724137931,0.6890611541774333,0.7395833333333334,0.7274290627687017,0.010586005545155505,7.164093886359193e-05,0.01586778679051861,0.018131953787630335
1,0.077923583984375,0.00048055648803710935,0.6815988973121985,0.6881719278328207,0.1,"(50,)","{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50,)}",12,0.6883561643835616,0.6807592752372735,0.718213058419244,0.7318965517241379,0.6655172413793103,0.6847545219638242,0.7172413793103448,0.7157622739018088,0.6180555555555556,0.6276870163370594,0.022388319437596296,5.6834628750764776e-05,0.03721648794438568,0.03577183397778057
2,0.06363000869750976,0.0006123065948486328,0.7064093728463129,0.7079729874198046,0.1,"(50, 50)","{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50)}",5,0.7294520547945206,0.7031924072476272,0.7319587628865979,0.7422413793103448,0.7068965517241379,0.73557278208441,0.6827586206896552,0.6761412575366064,0.6805555555555556,0.6827171109200344,0.021128151448778183,3.0849337326994004e-05,0.021960836758527134,0.026870220022185084
3,0.062030792236328125,0.000607442855834961,0.7139903514817367,0.7191647858278143,0.01,"(100,)","{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (100,)}",1,0.7226027397260274,0.7351164797238999,0.711340206185567,0.7362068965517241,0.7,0.7080103359173127,0.696551724137931,0.6890611541774333,0.7395833333333334,0.7274290627687017,0.012683123079070623,3.1488370574742666e-05,0.015692050764414045,0.018131953787630335
4,0.07410173416137696,0.0004900932312011719,0.6822880771881461,0.6881720765936432,0.01,"(50,)","{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (50,)}",11,0.6883561643835616,0.6816220880069025,0.718213058419244,0.7310344827586207,0.6655172413793103,0.6847545219638242,0.7206896551724138,0.7157622739018088,0.6180555555555556,0.6276870163370594,0.020913173419305882,5.8284365854082956e-05,0.037895865882546384,0.03552866277847175
5,0.06616153717041015,0.000617218017578125,0.7064093728463129,0.7081452529646122,0.01,"(50, 50)","{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (50, 50)}",5,0.7294520547945206,0.7040552200172563,0.7319587628865979,0.7405172413793103,0.7068965517241379,0.7364341085271318,0.6827586206896552,0.6770025839793282,0.6805555555555556,0.6827171109200344,0.019739377244259504,3.319670296456759e-05,0.021960836758527134,0.026387078625096386
6,0.05855717658996582,0.0005936145782470704,0.7119228118538938,0.7183027168622971,0.001,"(100,)","{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (100,)}",3,0.7226027397260274,0.7351164797238999,0.7010309278350515,0.7318965517241379,0.7,0.7080103359173127,0.696551724137931,0.6890611541774333,0.7395833333333334,0.7274290627687017,0.011374194055292256,3.622562991540149e-05,0.01656016725287353,0.017388428630500566
7,0.07575888633728027,0.0004899978637695312,0.6857339765678843,0.6986983923831168,0.001,"(50,)","{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (50,)}",9,0.708904109589041,0.734253666954271,0.718213058419244,0.7310344827586207,0.6655172413793103,0.6847545219638242,0.7172413793103448,0.7157622739018088,0.6180555555555556,0.6276870163370594,0.02277969803421536,7.31163197555836e-05,0.03884352129009149,0.039592987746093315
8,0.0639348030090332,0.0006309986114501953,0.7064093728463129,0.7081452529646122,0.001,"(50, 50)","{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (50, 50)}",5,0.7294520547945206,0.7040552200172563,0.7319587628865979,0.7405172413793103,0.7068965517241379,0.7364341085271318,0.6827586206896552,0.6770025839793282,0.6805555555555556,0.6827171109200344,0.018053129679524115,8.243845652716342e-05,0.021960836758527134,0.026387078625096386
9,0.059167003631591795,0.0006030082702636718,0.7119228118538938,0.7183027168622971,0.0001,"(100,)","{'NN__alpha': 0.0001, 'NN__hidden_layer_sizes': (100,)}",3,0.7226027397260274,0.7351164797238999,0.7010309278350515,0.7318965517241379,0.7,0.7080103359173127,0.696551724137931,0.6890611541774333,0.7395833333333334,0.7274290627687017,0.010104667970627925,2.5187385469738212e-05,0.01656016725287353,0.017388428630500566
10,0.0759709358215332,0.0004720211029052734,0.6857339765678843,0.6986983923831168,0.0001,"(50,)","{'NN__alpha': 0.0001, 'NN__hidden_layer_sizes': (50,)}",9,0.708904109589041,0.734253666954271,0.718213058419244,0.7310344827586207,0.6655172413793103,0.6847545219638242,0.7172413793103448,0.7157622739018088,0.6180555555555556,0.6276870163370594,0.02264313179883417,1.8416905456826536e-05,0.03884352129009149,0.039592987746093315
11,0.06429519653320312,0.0006207942962646485,0.7064093728463129,0.7081452529646122,0.0001,"(50, 50)","{'NN__alpha': 0.0001, 'NN__hidden_layer_sizes': (50, 50)}",5,0.7294520547945206,0.7040552200172563,0.7319587628865979,0.7405172413793103,0.7068965517241379,0.7364341085271318,0.6827586206896552,0.6770025839793282,0.6805555555555556,0.6827171109200344,0.02020097212102611,3.577816950260767e-05,0.021960836758527134,0.026387078625096386
