,0,1,2,3,4,5,6,7,8,9
2,0.8617786489023614,0.8094941841589082,0.8436324495196954,0.8278003265128551,0.8144725828922112,0.7943425740374995,0.8363431119311974,0.7961721463329225,0.8460629726423665,0.9075688184370438
3,0.7429871299248728,0.780656758443213,0.7204271934846468,0.683662562856359,0.7763727372677923,0.6978883732520892,0.7746629716555233,0.7480962777962176,0.7426374654830193,0.8431622861513308
4,0.692017156567332,0.6737823070625046,0.6956418027172359,0.7070365460428061,0.5919837293346347,0.7063801557339889,0.5958974207557389,0.6556943973148622,0.6774698820260532,0.7685541529740035
5,0.5397145818458955,0.5769950062019679,0.5632489338483084,0.5953819164882888,0.6461540486807005,0.6045461494185078,0.5418141131945972,0.5762189792024257,0.5643378421625359,0.6769895409595138
6,0.4583279395890542,0.4931563010738634,0.5203676483845772,0.5031957905142102,0.5404217379135559,0.5314643675607783,0.5292515467541064,0.5350136415296001,0.4812661542476653,0.5975650136695071
7,0.3824779574882955,0.4423389904541799,0.3941979277744437,0.40677926901278655,0.40367347473701765,0.3854898228691855,0.3660393929232735,0.40642776478066756,0.41163622025688557,0.5349750871830593
8,0.36301635301452917,0.3149479080797188,0.2888542498250566,0.38886592827745015,0.27779503474709377,0.34543515471472186,0.37703470237944764,0.40548021552093577,0.3529161310431812,0.4233661744457563
9,0.27207820861151705,0.23990482077518474,0.2268974431522803,0.23884317528254959,0.22973188681753265,0.2946356490992048,0.21243345902547078,0.43538323602552287,0.2202291537334542,0.34301007169019604
10,0.1732779919494295,0.13919147659414371,0.16926627882451187,0.16666666666666666,0.17757903934012045,0.14858299601759492,0.18086852541254073,0.310136644524095,0.20310950621321897,0.22763097969703958
11,0.0833333333333333,0.07734366465166279,0.09412917717527328,0.08333333333333333,0.0833333333333333,0.06852327891325409,0.08710263353223244,0.23821255233665375,0.11556737109578342,0.1758108024022787
12,1.920701687006051e-29,4.841876674525591e-29,6.220237623636367e-30,0.08333333333333336,0.08333333333333333,1.884379054161893e-30,7.182854887299449e-30,0.15101228996022947,1.9004491767328854e-29,0.08091698071289646
