iter,time,reward,steps,convergence
1,0.0010898699999994932,-243.04,198.48,89.39
2,0.0016687069999994364,-219.96,197.52,79.78
3,0.002624193999999136,-204.54,194.04,70.17406857043989
4,0.0038885089999984856,-201.44,184.88,60.278696899430415
5,0.004825109999998745,-209.38,197.42,50.382108211751
6,0.005812781999998684,-206.3,200.0,40.572108211751
7,0.0067738479999990275,-202.48,200.0,30.9425662925611
8,0.008066687999998656,-205.96,200.0,21.068035650621823
9,0.008972230999998665,-204.08,199.16,11.188819947581402
10,0.009952439999998397,-201.32,200.0,1.305781396124452
11,0.011075524999998088,-201.9,200.0,1.1646746479356778
12,0.011935711999997878,-203.06,200.0,0.8848838419864933
13,0.01279864899999783,-203.64,200.0,0.5991421696144229
14,0.013725745999997763,-203.64,200.0,0.601326815886317
15,0.014586672999997496,-200.74,200.0,0.6034622194784959
16,0.015509124999997681,-201.32,200.0,0.5171900354231909
17,0.016456124999997712,-203.64,200.0,0.24988712214714043
