iter,time,reward,steps,convergence
1,0.0005687399999985132,-311.94,196.94,100.728
2,0.0014908379999987176,-273.32,199.32,93.641010255531
3,0.0023483399999975063,-169.22,174.64,94.10155825553099
4,0.0032716289999967785,-254.64,198.5,86.813883765531
5,0.004109732999996396,-230.14,191.08,77.14878609339
6,0.0049497589999951686,-229.72,190.64,69.59987905239001
7,0.005725181999995499,-193.08,188.38,63.97629667433953
8,0.00651922599999466,-198.34,196.52,54.46149027855345
9,0.006922067999994397,-175.52,181.12,53.47285515184528
10,0.007715935999996759,-203.06,200.0,43.57361943898575
11,0.008747816999999714,-226.26,200.0,38.100085076154116
12,0.009534315999999876,-202.48,200.0,35.556174854640105
13,0.010299994999996898,-199.58,200.0,25.22957670458671
14,0.011090091999996332,-200.16,200.0,22.617251799005082
15,0.011853517999995233,-200.74,200.0,22.382349475961696
16,0.012827523999995094,-204.22,200.0,38.03125651696169
17,0.01367402499999315,-198.02,199.88,33.754914171573276
18,0.014804420999993795,-201.9,200.0,33.369720569240656
19,0.01565601599999411,-204.8,200.0,24.458355730213327
20,0.016470690999994986,-200.16,200.0,24.457591477022714
21,0.017291223999997385,-201.9,200.0,18.303125839857785
22,0.018080365999999515,-200.74,200.0,19.918396574894167
23,0.018867716999999118,-201.9,200.0,20.553618877347912
24,0.019592985999999257,-211.18,195.9,22.903218314201897
25,0.02030815100000183,-205.62,198.18,23.138178313513517
26,0.021043624000000705,-199.74,196.08,5.161674313926239
27,0.02184299199999984,-201.78,199.58,5.194601961748117
28,0.022562107000002385,-200.74,200.0,5.194602192712177
29,0.02328297500000076,-200.74,200.0,5.194602160529046
30,0.024376332999999306,-199.18,197.56,5.19460212660001
31,0.02517481900000007,-212.8,196.66,7.543608253560156
32,0.03122830599999915,-229.74,200.0,8.952865600214658
33,0.03204539100000048,-205.38,200.0,8.307183509083947
34,0.03279589199999933,-204.8,200.0,10.683073731761963
35,0.033516434999999234,-200.16,200.0,14.911861576818188
36,0.03439765099999903,-199.5,197.3,14.888370164190373
37,0.03512755499999898,-232.08,197.4,19.241444921606366
38,0.03595264299999812,-233.22,200.0,19.284928663677444
39,0.03678833499999712,-202.48,200.0,19.354856720044825
40,0.037732064000000065,-203.64,200.0,19.355295327792398
41,0.03850505700000184,-204.8,200.0,17.006293547431802
42,0.039268121000002765,-235.14,200.0,16.77160248589412
43,0.04004593300000536,-203.06,200.0,16.767953633410507
44,0.0407828430000059,-232.06,200.0,14.7195846394368
45,0.04149865600000524,-203.06,200.0,10.279933709401309
46,0.04221150500000448,-200.74,200.0,10.280170091578139
47,0.042926685000001186,-200.74,200.0,5.895641664757373
48,0.04363950900000191,-201.9,200.0,5.8521950232293305
49,0.04435552300000012,-200.52,198.9,5.78226875291837
50,0.045075367999999116,-203.64,200.0,5.781830145154761
51,0.04628593400000014,-202.48,200.0,5.786270939512906
52,0.047062550999999786,-201.32,200.0,5.337094140793279
53,0.04783122199999923,-205.38,200.0,5.317833481363538
54,0.0486542589999992,-199.46,198.42,3.289787672367649
55,0.04938779800000148,-200.74,200.0,3.288337170406206
56,0.05010334900000046,-201.9,200.0,3.288096592410254
57,0.050818473999999725,-201.9,200.0,3.2865473374350826
58,0.051620178000000294,-201.32,200.0,3.2887746457653306
59,0.05249631099999874,-201.32,200.0,3.288798692352593
60,0.05326215100000198,-308.2,197.54,6.12807790899992
61,0.05420013700000226,-228.78,198.16,6.382767077337723
62,0.055475347000005115,-202.48,200.0,8.840415610459372
63,0.05651237300000389,-201.32,200.0,8.844217823877452
64,0.057840455000004454,-195.22,192.7,10.852520085300945
65,0.05867962900000734,-196.1,187.18,13.751366426611606
66,0.0601465540000099,-198.64,197.02,16.61093853601718
67,0.0609807970000098,-199.58,200.0,16.613031335613368
68,0.061800059000010066,-200.16,200.0,16.610769066440017
69,0.06259523400001044,-203.64,200.0,16.61074330467298
70,0.06335675800001184,-201.9,200.0,13.771464088660133
71,0.06436486200001212,-201.32,200.0,13.512329779516643
72,0.06512522000000942,-202.48,200.0,8.44492465990255
73,0.06586939300001049,-202.48,200.0,8.440544767322768
74,0.06662525100001204,-201.9,200.0,5.783167051152685
75,0.06738462000001277,-206.54,200.0,2.861674292659951
76,0.06812155700001199,-204.8,200.0,0.002102213959996391
