,2,5,10,15,20,25,30,35,40,50,60,70
GMM,0.627842866988284,0.627842866988284,0.6691936595451413,0.6864231564438319,0.6802205375603032,0.6864231564438319,0.684355616815989,0.6795313576843556,0.6974500344589938,0.7112336319779462,0.7181254307374225,0.7215713301171606
Kmeans,0.627842866988284,0.631288766368022,0.6623018607856651,0.6616126809097175,0.6822880771881461,0.6940041350792557,0.70434183321847,0.687801516195727,0.7002067539627843,0.7029634734665747,0.7208821502412129,0.7181254307374225
