,2,5,10,15,20,25,30,35,40,50,60,70
GMM,0.8646084667690282,0.8646084667690282,0.8646084667690282,0.8648826497038824,0.8648826497038824,0.8648826497038824,0.8648826497038824,0.8648826497038824,0.8648826497038824,0.8649374862908532,0.8650471594647949,0.8648826497038824
Kmeans,0.8646084667690282,0.86471813994297,0.86471813994297,0.8648826497038824,0.8648826497038824,0.8648826497038824,0.8648826497038824,0.8648826497038824,0.8648826497038824,0.8652665058126782,0.8648826497038824,0.8648826497038824
