,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_NN__alpha,param_NN__hidden_layer_sizes,param_ica__n_components,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0,0.13641357421875,0.003253793716430664,0.8646084667690282,0.8646084675403841,0.1,"(100,)",2,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (100,), 'ica__n_components': 2}",1,0.8645833333333334,0.8646147518508362,0.8645833333333334,0.8646147518508362,0.8645462023581025,0.8646240318047844,0.8645462023581025,0.8646240318047844,0.8647833241908941,0.8645647703906786,0.005260940055340601,0.00022760754744359255,8.89741569409847e-05,2.22392385694769e-05
1,0.1479867458343506,0.0033776283264160155,0.8646084667690282,0.8646084675403841,0.1,"(100,)",3,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (100,), 'ica__n_components': 3}",1,0.8645833333333334,0.8646147518508362,0.8645833333333334,0.8646147518508362,0.8645462023581025,0.8646240318047844,0.8645462023581025,0.8646240318047844,0.8647833241908941,0.8645647703906786,0.0019216703397635616,0.00024642007805534015,8.89741569409847e-05,2.22392385694769e-05
2,0.1451658248901367,0.003165149688720703,0.8646084667690282,0.8646084675403841,0.1,"(100,)",4,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (100,), 'ica__n_components': 4}",1,0.8645833333333334,0.8646147518508362,0.8645833333333334,0.8646147518508362,0.8645462023581025,0.8646240318047844,0.8645462023581025,0.8646240318047844,0.8647833241908941,0.8645647703906786,0.0033634422092823414,0.00011703895924917693,8.89741569409847e-05,2.22392385694769e-05
3,0.145648193359375,0.0031373977661132814,0.8646084667690282,0.8646084675403841,0.1,"(100,)",5,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (100,), 'ica__n_components': 5}",1,0.8645833333333334,0.8646147518508362,0.8645833333333334,0.8646147518508362,0.8645462023581025,0.8646240318047844,0.8645462023581025,0.8646240318047844,0.8647833241908941,0.8645647703906786,0.0028855373662604253,0.00014879003453912077,8.89741569409847e-05,2.22392385694769e-05
4,0.15440778732299804,0.003005790710449219,0.8646084667690282,0.8646084675403841,0.1,"(100,)",6,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (100,), 'ica__n_components': 6}",1,0.8645833333333334,0.8646147518508362,0.8645833333333334,0.8646147518508362,0.8645462023581025,0.8646240318047844,0.8645462023581025,0.8646240318047844,0.8647833241908941,0.8645647703906786,0.005006701301512784,6.0455618151865445e-05,8.89741569409847e-05,2.22392385694769e-05
5,0.16577744483947754,0.0030719280242919923,0.8646084667690282,0.8646084675403841,0.1,"(100,)",7,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (100,), 'ica__n_components': 7}",1,0.8645833333333334,0.8646147518508362,0.8645833333333334,0.8646147518508362,0.8645462023581025,0.8646240318047844,0.8645462023581025,0.8646240318047844,0.8647833241908941,0.8645647703906786,0.006172893572311944,0.00010613420429700763,8.89741569409847e-05,2.22392385694769e-05
6,0.10429015159606933,0.001970243453979492,0.8646084667690282,0.8646084675403841,0.1,"(50,)",2,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50,), 'ica__n_components': 2}",1,0.8645833333333334,0.8646147518508362,0.8645833333333334,0.8646147518508362,0.8645462023581025,0.8646240318047844,0.8645462023581025,0.8646240318047844,0.8647833241908941,0.8645647703906786,0.003952781909261268,8.041507717247538e-05,8.89741569409847e-05,2.22392385694769e-05
7,0.11075372695922851,0.002458810806274414,0.8646084667690282,0.8646084675403841,0.1,"(50,)",3,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50,), 'ica__n_components': 3}",1,0.8645833333333334,0.8646147518508362,0.8645833333333334,0.8646147518508362,0.8645462023581025,0.8646240318047844,0.8645462023581025,0.8646240318047844,0.8647833241908941,0.8645647703906786,0.003149296742548654,0.00012385224454376835,8.89741569409847e-05,2.22392385694769e-05
8,0.11122565269470215,0.002255678176879883,0.8646084667690282,0.8646084675403841,0.1,"(50,)",4,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50,), 'ica__n_components': 4}",1,0.8645833333333334,0.8646147518508362,0.8645833333333334,0.8646147518508362,0.8645462023581025,0.8646240318047844,0.8645462023581025,0.8646240318047844,0.8647833241908941,0.8645647703906786,0.002159757988102105,0.00027894537669628593,8.89741569409847e-05,2.22392385694769e-05
9,0.12053036689758301,0.0025710105895996095,0.8646084667690282,0.8646084675403841,0.1,"(50,)",5,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50,), 'ica__n_components': 5}",1,0.8645833333333334,0.8646147518508362,0.8645833333333334,0.8646147518508362,0.8645462023581025,0.8646240318047844,0.8645462023581025,0.8646240318047844,0.8647833241908941,0.8645647703906786,0.003161064859697595,0.0005100769139259375,8.89741569409847e-05,2.22392385694769e-05
10,0.1219167709350586,0.002100706100463867,0.8646084667690282,0.8646084675403841,0.1,"(50,)",6,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50,), 'ica__n_components': 6}",1,0.8645833333333334,0.8646147518508362,0.8645833333333334,0.8646147518508362,0.8645462023581025,0.8646240318047844,0.8645462023581025,0.8646240318047844,0.8647833241908941,0.8645647703906786,0.0029906237139440683,0.0002089956104172315,8.89741569409847e-05,2.22392385694769e-05
