,2,5,10,15,20,25,30,35,40,50
GMM,0.010122655087695637,0.06534937246439558,0.07274062738666046,0.07344039575589761,0.07786764792444327,0.07281555814659535,0.08085902539046268,0.08474702696171514,0.07741178992923815,0.07819990711180524
Kmeans,0.10503259175154175,0.1341802319866915,0.1204268306774537,0.10256269258674958,0.09132165517055371,0.0797852187932103,0.08644904372875405,0.0899613311887866,0.08570787128049566,0.08052714185567288
