,housing log-likelihood,perm log-likelihood
2,-9.438169427763683,-2.0926871984512796
5,2.6728119572004823,0.029434961991788897
10,9.570625295897816,2.9741217812463097
15,13.245994688115879,3.792511472622527
20,13.90123472916315,5.405407992820679
25,16.005983030609897,5.4430728971239475
30,15.780526842065695,6.449455570323688
35,15.287536808849774,6.479432376180223
40,17.55731235502006,8.58610274901915
50,19.121625135349035,8.634436232545358
