,2,5,10,15,20,25,30,35,40,50
GMM,0.8646084667690282,0.8646084667690282,0.8648826497038824,0.8649374862908532,0.8649374862908532,0.8649374862908532,0.8649374862908532,0.8649374862908532,0.8649374862908532,0.8653213423996491
Kmeans,0.8646084667690282,0.86471813994297,0.86471813994297,0.8648826497038824,0.8648826497038824,0.8648826497038824,0.8648826497038824,0.8648826497038824,0.8648826497038824,0.8648826497038824
