,0,1,2,3
1,2.349964884030899,0.19569544462697014,0.19569544462697014,58.37335935034751
2,2.024744544598271,0.1686124276170166,0.36430787224398675,54.18375761856585
3,1.226959973078703,0.102176198079722,0.46648407032370875,42.179283552048624
4,1.0604487866076788,0.08830982888703964,0.5547938992107484,39.21288997996876
5,1.0273280449543225,0.08555166926164529,0.6403455684723937,38.595668995157574
6,0.9950318969445988,0.08286217841544155,0.7232077468878352,37.98415788943686
7,0.9139935125655271,0.07611363388582669,0.7993213807736619,36.404540832429326
8,0.8095801309531332,0.06741851538490944,0.8667398961585713,34.262095526719364
9,0.6170199522155669,0.05138289287345349,0.9181227890320247,29.91118404063223
10,0.562836823272506,0.046870743955038686,0.9649935329870634,28.56769843276027
11,0.2961432885710193,0.024661599381344934,0.9896551323684083,20.72215646181589
12,0.12422402427673924,0.010344867631591542,0.9999999999999999,13.421059391913587
