,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_NN__alpha,param_NN__hidden_layer_sizes,param_rp__n_components,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0,0.16617698669433595,0.005496835708618164,0.8646084667690282,0.8646084675403841,0.1,"(100,)",2,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (100,), 'rp__n_components': 2}",19,0.8645833333333334,0.8646147518508362,0.8645833333333334,0.8646147518508362,0.8645462023581025,0.8646240318047844,0.8645462023581025,0.8646240318047844,0.8647833241908941,0.8645647703906786,0.010343106787798612,0.0013455318790999186,8.89741569409847e-05,2.22392385694769e-05
1,0.18323001861572266,0.0052413463592529295,0.8646084667690282,0.8646084675403841,0.1,"(100,)",3,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (100,), 'rp__n_components': 3}",19,0.8645833333333334,0.8646147518508362,0.8645833333333334,0.8646147518508362,0.8645462023581025,0.8646240318047844,0.8645462023581025,0.8646240318047844,0.8647833241908941,0.8645647703906786,0.007070784513153781,0.0009660865969946758,8.89741569409847e-05,2.22392385694769e-05
2,0.17897348403930663,0.005186939239501953,0.8646084667690282,0.8646084675403841,0.1,"(100,)",4,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (100,), 'rp__n_components': 4}",19,0.8645833333333334,0.8646147518508362,0.8645833333333334,0.8646147518508362,0.8645462023581025,0.8646240318047844,0.8645462023581025,0.8646240318047844,0.8647833241908941,0.8645647703906786,0.0063217754684086035,0.0008975954674840457,8.89741569409847e-05,2.22392385694769e-05
3,0.2065268039703369,0.005824375152587891,0.8645536301820574,0.8645810496227749,0.1,"(100,)",5,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (100,), 'rp__n_components': 5}",56,0.8645833333333334,0.8646147518508362,0.8645833333333334,0.8646147518508362,0.8642720043871676,0.8644869422167386,0.8645462023581025,0.8646240318047844,0.8647833241908941,0.8645647703906786,0.03139164486367657,0.0007708419685209876,0.00016362813261472966,5.145943177187908e-05
4,0.18600172996520997,0.00498046875,0.8648278131169116,0.8646221774389309,0.1,"(100,)",6,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (100,), 'rp__n_components': 6}",5,0.8656798245614035,0.8646833013435701,0.8645833333333334,0.8646147518508362,0.8645462023581025,0.8646240318047844,0.8645462023581025,0.8646240318047844,0.8647833241908941,0.8645647703906786,0.0033223550394004256,0.0005268478491953491,0.0004350736397185864,3.766621194485004e-05
5,0.25234031677246094,0.005179214477539063,0.8638407545514367,0.8643754058439287,0.1,"(100,)",7,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (100,), 'rp__n_components': 7}",68,0.8656798245614035,0.8642720043871676,0.8645833333333334,0.8646147518508362,0.8626268165615575,0.8640071286585784,0.8623526185906224,0.8640756734526013,0.863960504662644,0.8649074708704593,0.03079517673436895,0.000501099986257189,0.0012358634046034393,0.0003395700682923237
6,0.12416749000549317,0.0029412269592285155,0.8646084667690282,0.8646084675403841,0.1,"(50,)",2,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50,), 'rp__n_components': 2}",19,0.8645833333333334,0.8646147518508362,0.8645833333333334,0.8646147518508362,0.8645462023581025,0.8646240318047844,0.8645462023581025,0.8646240318047844,0.8647833241908941,0.8645647703906786,0.005677316117964189,0.00038661939732002523,8.89741569409847e-05,2.22392385694769e-05
7,0.13190035820007323,0.002447080612182617,0.8646084667690282,0.8646084675403841,0.1,"(50,)",3,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50,), 'rp__n_components': 3}",19,0.8645833333333334,0.8646147518508362,0.8645833333333334,0.8646147518508362,0.8645462023581025,0.8646240318047844,0.8645462023581025,0.8646240318047844,0.8647833241908941,0.8645647703906786,0.00546133111830516,0.00032565661357745443,8.89741569409847e-05,2.22392385694769e-05
8,0.1428287982940674,0.0025490283966064452,0.8646084667690282,0.8645536279461972,0.1,"(50,)",4,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50,), 'rp__n_components': 4}",19,0.8645833333333334,0.8646147518508362,0.8645833333333334,0.8643405538799013,0.8645462023581025,0.8646240318047844,0.8645462023581025,0.8646240318047844,0.8647833241908941,0.8645647703906786,0.03665431727588334,0.00042726359161240375,8.89741569409847e-05,0.00010878809688855084
9,0.13477725982666017,0.0028168201446533204,0.8646084667690282,0.8646084675403841,0.1,"(50,)",5,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50,), 'rp__n_components': 5}",19,0.8645833333333334,0.8646147518508362,0.8645833333333334,0.8646147518508362,0.8645462023581025,0.8646240318047844,0.8645462023581025,0.8646240318047844,0.8647833241908941,0.8645647703906786,0.007168036044680637,0.0005608378287277115,8.89741569409847e-05,2.22392385694769e-05
10,0.22119178771972656,0.003118753433227539,0.8644439570081158,0.8647044368302114,0.1,"(50,)",6,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50,), 'rp__n_components': 6}",61,0.8645833333333334,0.864957499314505,0.8645833333333334,0.8647518508363038,0.8645462023581025,0.8646240318047844,0.8637236084452975,0.8646240318047844,0.8647833241908941,0.8645647703906786,0.0868962076602266,0.0005336575627584628,0.00036968077283110445,0.00014051715873173955
