,2,5,10,15,20,25,30,35,40,50
GMM,0.8646084667690282,0.86471813994297,0.86471813994297,0.8647729765299408,0.8649374862908532,0.8649374862908532,0.8649374862908532,0.8660890546172406,0.8649374862908532,0.8649374862908532
Kmeans,0.8646084667690282,0.86471813994297,0.8648826497038824,0.8648826497038824,0.8648826497038824,0.8648826497038824,0.8648826497038824,0.8648826497038824,0.8648826497038824,0.8648826497038824
